epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
68,1156.56,0.99917,0.73403,1.28435,0.58204,0.86111,0.78591,0.49946,1.53947,1.34242,2.03686,0.000561279,0.000561279,0.000561279
69,1173.35,0.95299,0.73523,1.28663,0.79332,0.5316,0.72322,0.50159,1.52923,1.33676,2.03366,0.000544776,0.000544776,0.000544776
70,1190.09,1.01995,0.77503,1.33027,0.75901,0.58314,0.64544,0.4559,1.47732,1.28462,1.96626,0.000528272,0.000528272,0.000528272
71,1207.08,1.02598,0.7434,1.29995,0.80219,0.58333,0.6449,0.42521,1.47838,1.31204,1.89191,0.000511769,0.000511769,0.000511769
72,1224.03,1.0658,0.79607,1.33347,0.79098,0.59313,0.63033,0.4488,1.57339,1.31816,1.96644,0.000495266,0.000495266,0.000495266
73,1240.88,0.91975,0.68251,1.23483,0.60926,0.63889,0.62967,0.43708,1.52651,1.35374,1.92603,0.000478762,0.000478762,0.000478762
74,1257.73,1.02688,0.75869,1.31409,0.49784,0.69315,0.63481,0.42931,1.65731,1.31916,2.0352,0.000462259,0.000462259,0.000462259
75,1274.66,0.95298,0.66262,1.2458,0.37018,0.69444,0.53303,0.32627,1.56416,1.4065,1.95606,0.000445756,0.000445756,0.000445756
76,1291.69,0.9519,0.71142,1.2587,0.39162,0.60082,0.51199,0.32951,1.53991,1.27438,1.91299,0.000429253,0.000429253,0.000429253
77,1308.64,0.93972,0.6514,1.2887,0.38197,0.62771,0.50386,0.28446,1.6917,1.43332,2.12804,0.000412749,0.000412749,0.000412749
78,1325.6,0.95221,0.71417,1.2785,0.48135,0.63889,0.54442,0.33205,1.42875,1.43745,1.85339,0.000396246,0.000396246,0.000396246
79,1342.22,0.84513,0.64642,1.22373,0.637,0.63889,0.68125,0.44916,1.38511,1.34625,1.83728,0.000379743,0.000379743,0.000379743
80,1358.99,0.89213,0.66563,1.24907,0.59096,0.61111,0.6827,0.47582,1.39695,1.24898,1.79309,0.000363239,0.000363239,0.000363239
81,1375.98,0.89722,0.66041,1.20381,0.44906,0.63889,0.66072,0.48087,1.39375,1.16044,1.7706,0.000346736,0.000346736,0.000346736
82,1392.74,0.957,0.68329,1.30256,0.4501,0.66667,0.68968,0.49535,1.30553,1.1492,1.69124,0.000330233,0.000330233,0.000330233
83,1409.43,0.87161,0.65033,1.20011,0.49414,0.63889,0.67938,0.47751,1.37799,1.31555,1.73156,0.000313729,0.000313729,0.000313729
84,1426.57,0.87758,0.61802,1.21934,0.70829,0.63889,0.65166,0.42457,1.44005,1.48357,1.82738,0.000297226,0.000297226,0.000297226
85,1444.29,0.88999,0.63564,1.2312,0.70347,0.66667,0.64525,0.45954,1.34134,1.40636,1.72743,0.000280723,0.000280723,0.000280723
86,1461.82,0.81076,0.60208,1.16826,0.64711,0.66667,0.65886,0.45674,1.38242,1.4773,1.8513,0.00026422,0.00026422,0.00026422
87,1479.58,0.86554,0.66,1.19024,0.65188,0.66667,0.65929,0.45775,1.44929,1.45916,1.86144,0.000247716,0.000247716,0.000247716
88,1500.49,0.82229,0.60537,1.17106,0.74057,0.66667,0.65436,0.46658,1.30963,1.36644,1.70471,0.000231213,0.000231213,0.000231213
89,1518.03,0.77689,0.59865,1.18385,0.73483,0.65472,0.67211,0.47227,1.37796,1.30288,1.75815,0.00021471,0.00021471,0.00021471
90,1535.61,0.80359,0.61159,1.15546,0.85706,0.58333,0.68891,0.47039,1.46113,1.42092,1.8705,0.000198206,0.000198206,0.000198206
91,1600.99,0.81905,0.65176,1.25593,0.8826,0.57212,0.67115,0.46767,1.47589,1.33211,1.92283,0.000181703,0.000181703,0.000181703
92,1618.2,0.7281,0.55147,1.18365,0.85859,0.57269,0.66664,0.47096,1.52714,1.28501,2.01338,0.0001652,0.0001652,0.0001652
93,1635.94,0.78115,0.55072,1.2726,0.83502,0.59595,0.667,0.4469,1.63435,1.19938,2.16876,0.000148696,0.000148696,0.000148696
94,1652.83,0.71819,0.49332,1.17329,0.62808,0.58333,0.68012,0.45474,1.60055,1.12541,2.1859,0.000132193,0.000132193,0.000132193
95,1669.53,0.67958,0.44762,1.15531,0.64114,0.63889,0.56688,0.34946,1.59255,1.12636,2.1681,0.00011569,0.00011569,0.00011569
96,1686.14,0.67404,0.4328,1.16988,0.5877,0.6617,0.56389,0.35652,1.56617,1.08438,2.1365,9.91865e-05,9.91865e-05,9.91865e-05
97,1702.73,0.71726,0.45828,1.21465,0.53644,0.63003,0.57508,0.36469,1.51467,1.08344,2.07644,8.26832e-05,8.26832e-05,8.26832e-05
98,1719.39,0.67664,0.42658,1.15168,0.53438,0.64878,0.59074,0.36355,1.52245,1.10723,2.13981,6.61799e-05,6.61799e-05,6.61799e-05
99,1736.11,0.67121,0.43108,1.15199,0.36684,0.72222,0.53786,0.32302,1.51222,1.12146,2.15406,4.96766e-05,4.96766e-05,4.96766e-05
100,1752.83,0.65908,0.42887,1.15754,0.38085,0.41667,0.53247,0.32498,1.50304,1.1378,2.10294,3.31733e-05,3.31733e-05,3.31733e-05
