epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
109,225.882,0.88893,0.64572,1.22895,0.61976,0.63889,0.52971,0.2922,1.80277,1.3393,2.39408,0.00107288,0.00107288,0.00107288
110,227.89,0.92171,0.61881,1.24034,0.75411,0.45531,0.66834,0.4172,1.79363,1.32853,2.3556,0.00106738,0.00106738,0.00106738
111,229.898,0.88392,0.64233,1.22566,0.8258,0.45208,0.63069,0.41212,1.6223,1.40716,2.28346,0.00106188,0.00106188,0.00106188
112,232.046,0.90292,0.66237,1.25204,0.86855,0.44188,0.63676,0.45214,1.51204,1.25178,2.27466,0.00105638,0.00105638,0.00105638
113,234.041,0.83099,0.63451,1.17123,0.87971,0.43977,0.61785,0.44482,1.57601,1.28447,2.33162,0.00105088,0.00105088,0.00105088
114,236.075,0.88584,0.63451,1.21548,0.74054,0.54844,0.61542,0.42314,1.6673,1.26812,2.38933,0.00104538,0.00104538,0.00104538
115,238.148,0.90079,0.63457,1.23479,0.77231,0.60413,0.68371,0.47535,1.53048,1.04765,2.23386,0.00103987,0.00103987,0.00103987
116,240.236,0.87428,0.64933,1.19663,0.82369,0.49417,0.67149,0.44456,1.58116,1.13433,2.34906,0.00103437,0.00103437,0.00103437
117,242.227,0.93287,0.6911,1.2693,0.59375,0.61111,0.54259,0.34014,1.55499,1.16467,2.39146,0.00102887,0.00102887,0.00102887
118,244.313,0.88944,0.65024,1.22131,0.56747,0.72047,0.55046,0.33931,1.60424,1.1792,2.40533,0.00102337,0.00102337,0.00102337
119,246.337,0.85116,0.62273,1.18506,0.93607,0.80908,0.93697,0.41289,1.75448,1.06234,2.488,0.00101787,0.00101787,0.00101787
120,248.346,0.85333,0.6483,1.18771,0.86072,0.78356,0.88761,0.39427,1.84606,1.17409,2.40563,0.00101237,0.00101237,0.00101237
121,250.357,0.88736,0.64507,1.21569,0.72375,0.52778,0.71078,0.27525,1.9713,1.35991,2.71905,0.00100687,0.00100687,0.00100687
122,252.392,0.85278,0.61512,1.16848,0.83342,0.33361,0.38235,0.17751,1.99103,1.75802,2.64127,0.00100137,0.00100137,0.00100137
123,254.516,0.8752,0.61606,1.21328,0.83324,0.47222,0.40553,0.18884,2.04633,1.68525,2.66041,0.000995866,0.000995866,0.000995866
124,256.542,0.89289,0.62653,1.22004,0.29236,0.36111,0.38883,0.21789,1.83645,1.60605,2.58316,0.000990365,0.000990365,0.000990365
125,258.528,0.89143,0.59641,1.17977,0.40909,0.38889,0.45687,0.2206,1.78817,1.46026,2.6149,0.000984864,0.000984864,0.000984864
126,260.559,0.89001,0.68652,1.20612,0.28149,0.63889,0.4528,0.23838,1.72041,1.32677,2.50749,0.000979362,0.000979362,0.000979362
127,262.563,0.85204,0.6179,1.1755,0.51904,0.68384,0.50559,0.31547,1.70672,1.2205,2.54723,0.000973861,0.000973861,0.000973861
128,264.623,0.81025,0.58057,1.15251,0.81045,0.61197,0.65148,0.42858,1.79406,1.11272,2.57659,0.00096836,0.00096836,0.00096836
129,266.695,0.83676,0.5939,1.16659,0.81591,0.63889,0.6669,0.43686,1.74601,1.09199,2.5465,0.000962859,0.000962859,0.000962859
130,268.703,0.80219,0.53712,1.16741,0.83236,0.33333,0.3461,0.15478,1.85377,1.8069,2.55238,0.000957358,0.000957358,0.000957358
131,270.7,0.8373,0.62661,1.19632,0.78833,0.27778,0.28041,0.10133,2.14672,1.85248,2.99423,0.000951857,0.000951857,0.000951857
132,272.719,0.83515,0.63299,1.17438,0.81438,0.3295,0.4267,0.22953,1.92726,1.85735,2.83358,0.000946356,0.000946356,0.000946356
133,274.692,0.78128,0.54537,1.15404,0.78272,0.53786,0.59989,0.3629,1.83524,1.54807,2.69808,0.000940855,0.000940855,0.000940855
134,276.713,0.79178,0.58106,1.1637,0.73223,0.55735,0.66112,0.39197,1.771,1.58527,2.46917,0.000935354,0.000935354,0.000935354
135,278.832,0.79381,0.54917,1.13228,0.74218,0.52778,0.60583,0.32921,1.97291,1.7502,2.51256,0.000929853,0.000929853,0.000929853
136,280.868,0.78652,0.5608,1.13536,0.46274,0.64721,0.56931,0.3478,1.84219,1.86496,2.36772,0.000924352,0.000924352,0.000924352
137,282.865,0.7844,0.61673,1.1535,0.76542,0.37742,0.44515,0.19052,1.88199,1.98763,2.41658,0.00091885,0.00091885,0.00091885
138,284.9,0.73388,0.52277,1.11269,0.84845,0.31975,0.29915,0.11648,2.16188,2.00282,2.66899,0.000913349,0.000913349,0.000913349
139,286.949,0.76659,0.57001,1.11154,0.82994,0.26985,0.26983,0.09291,2.25329,2.32012,2.7111,0.000907848,0.000907848,0.000907848
140,289.022,0.79293,0.5548,1.14447,0.337,0.69444,0.57491,0.37142,1.79761,1.76094,2.35057,0.000902347,0.000902347,0.000902347
141,291.021,0.75229,0.54017,1.14229,0.68073,0.58333,0.57077,0.41337,1.62424,1.51686,2.18798,0.000896846,0.000896846,0.000896846
142,293.06,0.75045,0.55702,1.13068,0.65685,0.47222,0.56094,0.38971,1.63516,1.5853,2.06303,0.000891345,0.000891345,0.000891345
143,295.091,0.77951,0.56306,1.11549,0.77095,0.55556,0.58719,0.36997,1.63991,1.78445,2.17503,0.000885844,0.000885844,0.000885844
144,297.131,0.74332,0.53522,1.15542,0.76065,0.5,0.56777,0.34927,1.76201,1.72903,2.22857,0.000880343,0.000880343,0.000880343
145,299.135,0.76761,0.54727,1.14227,0.79446,0.5,0.55927,0.35985,1.75645,1.71435,2.22074,0.000874842,0.000874842,0.000874842
146,301.253,0.70572,0.50912,1.10924,0.82542,0.5,0.57899,0.38143,1.63654,1.59502,2.09786,0.00086934,0.00086934,0.00086934
147,303.285,0.72899,0.48501,1.1064,0.8786,0.55556,0.64782,0.42372,1.55738,1.15628,2.14095,0.000863839,0.000863839,0.000863839
148,305.329,0.74242,0.51324,1.09011,0.82782,0.63889,0.66865,0.43221,1.65474,1.24528,2.12292,0.000858338,0.000858338,0.000858338
149,307.327,0.78646,0.54241,1.14697,0.81791,0.67954,0.65931,0.44364,1.59873,1.25533,2.09422,0.000852837,0.000852837,0.000852837
150,309.336,0.74383,0.4899,1.13624,0.57132,0.63321,0.51911,0.27202,1.65478,1.40589,2.15958,0.000847336,0.000847336,0.000847336
151,311.429,0.75087,0.53721,1.12042,0.62992,0.58333,0.66209,0.34305,1.52352,1.16208,1.9932,0.000841835,0.000841835,0.000841835
152,313.508,0.74578,0.541,1.12915,0.64142,0.54808,0.62007,0.39573,1.49121,1.27986,2.04587,0.000836334,0.000836334,0.000836334
153,315.488,0.70494,0.51231,1.11649,0.65016,0.48327,0.5776,0.39551,1.60425,1.5605,2.14967,0.000830833,0.000830833,0.000830833
154,317.505,0.72383,0.49363,1.11149,0.53786,0.63889,0.57271,0.26202,1.95274,1.96836,2.24932,0.000825332,0.000825332,0.000825332
155,319.528,0.78252,0.52351,1.14633,0.80511,0.36111,0.31824,0.15366,2.08119,2.20392,2.54669,0.000819831,0.000819831,0.000819831
156,321.577,0.74865,0.51714,1.11713,0.82503,0.27778,0.3824,0.17126,1.87622,1.91644,2.54488,0.000814329,0.000814329,0.000814329
157,323.661,0.71787,0.49114,1.10622,0.40109,0.60653,0.4558,0.22724,1.77705,1.95211,2.49598,0.000808828,0.000808828,0.000808828
158,325.706,0.75814,0.50383,1.11108,0.49057,0.63411,0.58267,0.38329,1.80747,1.65186,2.56911,0.000803327,0.000803327,0.000803327
159,327.8,0.73656,0.52051,1.14951,0.64149,0.50873,0.56295,0.39903,1.84776,1.59276,2.51687,0.000797826,0.000797826,0.000797826
160,329.833,0.72719,0.49879,1.10901,0.84793,0.44444,0.55005,0.42329,1.7593,1.57959,2.3093,0.000792325,0.000792325,0.000792325
161,331.82,0.69616,0.46795,1.08167,0.75915,0.47222,0.55233,0.41498,1.69769,1.45155,2.28204,0.000786824,0.000786824,0.000786824
162,333.978,0.77176,0.54818,1.1174,0.83947,0.48486,0.56951,0.42626,1.63405,1.44933,2.20073,0.000781323,0.000781323,0.000781323
163,336.001,0.65761,0.45957,1.06313,0.80632,0.55556,0.62566,0.42912,1.75144,1.41572,2.27771,0.000775822,0.000775822,0.000775822
164,338.011,0.72529,0.50487,1.13144,0.74235,0.59776,0.63574,0.42237,1.8514,1.44959,2.46427,0.000770321,0.000770321,0.000770321
165,340.016,0.7568,0.51418,1.14951,0.8171,0.55556,0.61255,0.43143,1.79278,1.47398,2.44745,0.00076482,0.00076482,0.00076482
166,342.048,0.72045,0.48863,1.13163,0.75533,0.52778,0.63743,0.39844,1.7617,1.49748,2.4241,0.000759318,0.000759318,0.000759318
167,344.059,0.67226,0.46755,1.07414,0.7117,0.74974,0.79299,0.49423,1.64225,1.41419,2.08935,0.000753817,0.000753817,0.000753817
168,346.115,0.72346,0.4957,1.12631,0.8711,0.5,0.62507,0.39334,1.63371,1.48983,2.03356,0.000748316,0.000748316,0.000748316
169,348.188,0.65749,0.44624,1.06935,0.87757,0.49201,0.62405,0.39778,1.57609,1.42146,2.05277,0.000742815,0.000742815,0.000742815
170,350.23,0.66829,0.50294,1.09544,0.87669,0.49387,0.62615,0.41559,1.63545,1.52062,2.11902,0.000737314,0.000737314,0.000737314
171,352.309,0.73942,0.49033,1.12837,0.62573,0.55556,0.63012,0.40389,1.72873,1.5417,2.24034,0.000731813,0.000731813,0.000731813
172,354.318,0.69052,0.48688,1.0992,0.7833,0.55556,0.61974,0.42328,1.66068,1.28583,2.26928,0.000726312,0.000726312,0.000726312
173,356.362,0.69316,0.45927,1.09414,0.83208,0.55556,0.63275,0.4298,1.59913,1.21774,2.2594,0.000720811,0.000720811,0.000720811
174,358.422,0.64297,0.44743,1.09935,0.86599,0.55977,0.63648,0.42773,1.58187,1.25108,2.20158,0.00071531,0.00071531,0.00071531
175,360.452,0.6584,0.47862,1.10636,0.90055,0.59269,0.6766,0.43706,1.53889,1.19853,2.17008,0.000709809,0.000709809,0.000709809
176,362.506,0.66517,0.46017,1.07523,0.89758,0.57323,0.67298,0.43703,1.63892,1.29054,2.21534,0.000704307,0.000704307,0.000704307
177,364.466,0.69091,0.49989,1.0776,0.89158,0.57232,0.67204,0.44267,1.62275,1.36421,2.11476,0.000698806,0.000698806,0.000698806
178,366.459,0.6693,0.47211,1.07391,0.77951,0.66667,0.66934,0.44431,1.62491,1.30311,2.16848,0.000693305,0.000693305,0.000693305
179,368.542,0.66708,0.49517,1.11071,0.75701,0.69444,0.65907,0.45429,1.55691,1.26296,2.05064,0.000687804,0.000687804,0.000687804
180,370.563,0.64491,0.46803,1.06217,0.79443,0.7084,0.65416,0.42739,1.44961,1.40698,1.97956,0.000682303,0.000682303,0.000682303
181,372.55,0.65291,0.4515,1.06249,0.75948,0.66667,0.63811,0.40493,1.50535,1.46806,2.04045,0.000676802,0.000676802,0.000676802
182,374.575,0.66538,0.47646,1.10633,0.73268,0.62415,0.63616,0.43728,1.54299,1.44949,2.10446,0.000671301,0.000671301,0.000671301
183,376.624,0.63955,0.45751,1.06541,0.82335,0.56957,0.65939,0.43892,1.67081,1.34077,2.13116,0.0006658,0.0006658,0.0006658
184,378.723,0.6383,0.44989,1.04944,0.8761,0.52778,0.65455,0.37475,1.72779,1.42965,2.2293,0.000660299,0.000660299,0.000660299
185,380.786,0.67507,0.46583,1.0827,0.852,0.51126,0.63588,0.37028,1.71449,1.42154,2.29709,0.000654798,0.000654798,0.000654798
