epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
109,243.321,0.86157,0.61103,1.17786,0.47333,0.5,0.45078,0.25756,1.76911,1.7676,2.28592,0.00144421,0.00144421,0.00144421
110,245.433,0.92685,0.67702,1.24764,0.81826,0.52778,0.64457,0.41691,1.58204,1.27042,2.14533,0.00144214,0.00144214,0.00144214
111,247.568,0.90316,0.65038,1.22761,0.79367,0.55556,0.60189,0.44627,1.66233,1.29867,2.10546,0.00144008,0.00144008,0.00144008
112,249.668,0.95212,0.66845,1.24956,0.84152,0.52778,0.60759,0.45605,1.84069,1.71332,2.2702,0.00143802,0.00143802,0.00143802
113,251.811,0.93596,0.65645,1.22268,0.68288,0.47222,0.49075,0.35288,1.95414,1.73445,2.60407,0.00143595,0.00143595,0.00143595
114,253.961,0.944,0.6454,1.22989,0.59688,0.33333,0.36478,0.3191,2.07739,2.66639,2.64757,0.00143389,0.00143389,0.00143389
115,256.057,0.90352,0.6629,1.21473,0.74759,0.39498,0.4319,0.3513,1.98612,2.53456,2.70704,0.00143183,0.00143183,0.00143183
116,258.165,0.93152,0.65158,1.24012,0.73988,0.36111,0.52473,0.36173,1.80341,1.96239,2.38865,0.00142977,0.00142977,0.00142977
117,260.297,0.96146,0.69128,1.26647,0.60109,0.38889,0.34911,0.20978,1.65535,2.28282,2.17322,0.0014277,0.0014277,0.0014277
118,262.359,0.90198,0.6665,1.19325,0.43333,0.41744,0.3492,0.21828,1.68616,2.1194,2.15463,0.00142564,0.00142564,0.00142564
119,264.506,0.91856,0.65951,1.20862,0.47733,0.08333,0.13769,0.0713,2.74865,4.2089,3.18107,0.00142358,0.00142358,0.00142358
120,266.73,0.86802,0.6165,1.20219,0.22355,0.41492,0.17557,0.08356,2.56557,3.94563,2.89269,0.00142151,0.00142151,0.00142151
121,268.812,0.85803,0.60782,1.18146,0.49652,0.44105,0.30698,0.139,2.17998,2.73513,2.73309,0.00141945,0.00141945,0.00141945
122,270.935,0.90871,0.63598,1.22533,0.94119,0.30556,0.38195,0.19537,1.93568,1.67019,2.65778,0.00141739,0.00141739,0.00141739
123,273.052,0.87388,0.6321,1.20067,0.75574,0.33333,0.3356,0.16706,1.83304,2.15528,2.32646,0.00141532,0.00141532,0.00141532
124,275.147,0.84029,0.5779,1.18242,0.83439,0.25,0.2796,0.14783,1.91969,2.2716,2.31873,0.00141326,0.00141326,0.00141326
125,277.332,0.90693,0.60534,1.20502,0.79268,0.25,0.25909,0.15596,1.79974,2.11566,2.23567,0.0014112,0.0014112,0.0014112
126,279.456,0.89961,0.58654,1.19873,0.81157,0.33333,0.31296,0.17707,2.16278,2.05975,2.62466,0.00140914,0.00140914,0.00140914
127,281.538,0.94544,0.6929,1.26253,0.83586,0.28452,0.41276,0.22223,1.94878,1.71507,2.30145,0.00140707,0.00140707,0.00140707
128,283.692,0.94311,0.64769,1.23055,0.5949,0.55556,0.58987,0.38292,1.8045,1.59735,2.29552,0.00140501,0.00140501,0.00140501
129,285.808,0.883,0.62556,1.21845,0.49863,0.72222,0.62689,0.35409,2.03625,1.61291,2.60438,0.00140295,0.00140295,0.00140295
130,287.885,0.94362,0.66634,1.2831,0.80048,0.44444,0.6515,0.39672,1.79346,1.42653,2.22293,0.00140088,0.00140088,0.00140088
131,289.976,0.889,0.62668,1.23476,0.85223,0.5,0.56222,0.42151,1.74454,1.2756,2.31276,0.00139882,0.00139882,0.00139882
132,292.118,0.89657,0.64265,1.23582,0.91177,0.34822,0.55933,0.36115,1.82131,1.59293,2.02683,0.00139676,0.00139676,0.00139676
133,294.167,0.82292,0.58876,1.14649,0.73329,0.33333,0.51044,0.35177,1.83616,1.8804,2.10961,0.0013947,0.0013947,0.0013947
134,296.287,0.88244,0.62647,1.18652,0.90727,0.37791,0.58586,0.40547,1.74083,1.63286,2.09441,0.00139263,0.00139263,0.00139263
135,298.441,0.93192,0.61588,1.23947,0.36356,0.63889,0.58878,0.31919,2.02367,1.76576,2.47321,0.00139057,0.00139057,0.00139057
136,300.544,0.8158,0.61488,1.17064,0.21268,0.58333,0.53154,0.31045,1.88858,2.02774,2.35706,0.00138851,0.00138851,0.00138851
137,302.683,0.85134,0.61123,1.21373,0.84999,0.50606,0.61304,0.45541,1.73915,1.57076,2.29224,0.00138644,0.00138644,0.00138644
138,304.839,0.83584,0.59458,1.17371,0.84569,0.47222,0.59531,0.40663,1.58545,1.52502,2.21933,0.00138438,0.00138438,0.00138438
139,306.99,0.90372,0.65214,1.1855,0.81512,0.47398,0.62217,0.45259,1.62326,1.84439,2.30911,0.00138232,0.00138232,0.00138232
140,309.101,0.84548,0.59364,1.17833,0.82607,0.47222,0.57078,0.39213,1.61096,2.04986,2.36248,0.00138026,0.00138026,0.00138026
141,311.264,0.837,0.59678,1.17206,0.31453,0.63889,0.50147,0.25028,1.59462,1.79541,2.14857,0.00137819,0.00137819,0.00137819
142,313.363,0.82019,0.60336,1.1795,0.40473,0.91667,0.64907,0.26529,1.50843,1.65289,2.02581,0.00137613,0.00137613,0.00137613
143,315.527,0.89426,0.62321,1.23506,0.77332,0.50963,0.59918,0.26259,1.59077,1.64802,2.18819,0.00137407,0.00137407,0.00137407
144,317.651,0.7992,0.59185,1.169,0.82844,0.30556,0.32733,0.17577,1.78217,1.82917,2.48941,0.001372,0.001372,0.001372
145,319.753,0.84796,0.57113,1.17985,0.91465,0.27778,0.34371,0.17193,1.72338,1.74777,2.34711,0.00136994,0.00136994,0.00136994
146,321.891,0.84225,0.5904,1.17538,0.50201,0.86111,0.69023,0.45502,1.31255,1.40522,1.8214,0.00136788,0.00136788,0.00136788
147,324.014,0.80935,0.53473,1.17068,0.58408,0.55556,0.58602,0.44343,1.49029,1.89346,2.07346,0.00136581,0.00136581,0.00136581
148,326.061,0.74836,0.53635,1.10305,0.65001,0.63889,0.60627,0.4268,1.3608,2.16114,1.94004,0.00136375,0.00136375,0.00136375
149,328.166,0.80157,0.56297,1.16379,0.72877,0.47222,0.5421,0.34972,1.73732,1.73372,2.27968,0.00136169,0.00136169,0.00136169
150,330.335,0.76105,0.5903,1.12365,0.88514,0.44444,0.57381,0.40717,1.71876,1.57653,2.40512,0.00135963,0.00135963,0.00135963
151,332.414,0.79786,0.57579,1.1341,0.86076,0.5,0.61082,0.44351,1.52686,1.39928,2.25463,0.00135756,0.00135756,0.00135756
152,334.53,0.79409,0.58332,1.14795,0.61323,0.79662,0.59955,0.31846,1.54601,1.60715,2.2965,0.0013555,0.0013555,0.0013555
153,336.704,0.82966,0.59326,1.18362,0.66315,0.55556,0.55666,0.30161,1.70427,1.59613,2.46721,0.00135344,0.00135344,0.00135344
154,338.807,0.78027,0.5792,1.12707,0.5282,0.83333,0.60477,0.32651,1.60438,1.36915,2.26847,0.00135137,0.00135137,0.00135137
155,340.924,0.78836,0.59874,1.17374,0.78109,0.6041,0.71735,0.43572,1.79268,1.18546,2.43932,0.00134931,0.00134931,0.00134931
156,343.029,0.80694,0.60821,1.15525,0.60442,0.5805,0.67494,0.44755,1.75457,1.30544,2.41964,0.00134725,0.00134725,0.00134725
157,345.1,0.79878,0.58464,1.14968,0.67831,0.79995,0.69971,0.35692,1.924,1.28878,2.5593,0.00134519,0.00134519,0.00134519
158,347.319,0.77271,0.56841,1.15166,0.36599,0.50702,0.37263,0.22567,1.92255,1.42652,2.84869,0.00134312,0.00134312,0.00134312
159,349.448,0.81517,0.5953,1.13768,0.66052,0.77366,0.7371,0.354,1.76422,1.36419,2.34549,0.00134106,0.00134106,0.00134106
160,351.571,0.82423,0.57189,1.20004,0.64213,0.75235,0.62129,0.36439,1.88643,1.40151,2.32599,0.001339,0.001339,0.001339
161,353.701,0.81686,0.56659,1.14303,0.48371,0.4796,0.42811,0.25553,1.81816,1.78867,2.32625,0.00133693,0.00133693,0.00133693
162,355.86,0.81285,0.53535,1.15676,0.7416,0.68465,0.67298,0.48406,1.59422,1.17434,2.11518,0.00133487,0.00133487,0.00133487
163,357.975,0.8151,0.57334,1.13333,0.72312,0.62554,0.66237,0.46313,1.52418,1.1271,1.98707,0.00133281,0.00133281,0.00133281
164,360.045,0.73007,0.53058,1.10908,0.49301,0.55556,0.60249,0.30282,1.62304,1.49588,2.20784,0.00133075,0.00133075,0.00133075
